id,comparison_group,family,model,metric,value,unit,direction,population,split,horizon_ps,seeds,evidence,source,path,evidence_text,caveat,sha256
task-trained-shooting-025,task-trained-shooting,continuous_controls,Smooth-density PCA,future_topology_mse_reduction,6.63,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,| Smooth-density PCA | +6.63% | -8.21% | -1.40% |,Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-026,task-trained-shooting,continuous_controls,Smooth-density PCA,future_order_mse_reduction,-8.21,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,| Smooth-density PCA | +6.63% | -8.21% | -1.40% |,Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-027,task-trained-shooting,continuous_controls,Smooth-density PCA,future_mobility_mse_reduction,-1.4,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,| Smooth-density PCA | +6.63% | -8.21% | -1.40% |,Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-028,task-trained-shooting,continuous_controls,"TDA, 16 PCs",future_topology_mse_reduction,6.47,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,"| TDA, 16 PCs | +6.47% | -14.80% | **+7.15%** |",Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-029,task-trained-shooting,continuous_controls,"TDA, 16 PCs",future_order_mse_reduction,-14.8,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,"| TDA, 16 PCs | +6.47% | -14.80% | **+7.15%** |",Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-030,task-trained-shooting,continuous_controls,"TDA, 16 PCs",future_mobility_mse_reduction,7.15,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,"| TDA, 16 PCs | +6.47% | -14.80% | **+7.15%** |",Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-031,task-trained-shooting,continuous_controls,"TDA, 128 PCs",future_topology_mse_reduction,-50.16,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,"| TDA, 128 PCs | -50.16% | -146.98% | -439.45% |",Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-032,task-trained-shooting,continuous_controls,"TDA, 128 PCs",future_order_mse_reduction,-146.98,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,"| TDA, 128 PCs | -50.16% | -146.98% | -439.45% |",Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-033,task-trained-shooting,continuous_controls,"TDA, 128 PCs",future_mobility_mse_reduction,-439.45,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,"| TDA, 128 PCs | -50.16% | -146.98% | -439.45% |",Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-034,task-trained-shooting,continuous_controls,Coarse-order baseline,future_topology_mse_reduction,0.0,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,| Coarse-order baseline | 0.00% | **0.00%** | 0.00% |,Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-035,task-trained-shooting,continuous_controls,Coarse-order baseline,future_order_mse_reduction,0.0,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,| Coarse-order baseline | 0.00% | **0.00%** | 0.00% |,Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
task-trained-shooting-036,task-trained-shooting,continuous_controls,Coarse-order baseline,future_mobility_mse_reduction,0.0,percent,higher,initially noncoherent Al; independent shooting sources,reused test,"mean12,24,48",3,local_report,repo,docs/predictive_encoder_training_20260905.md,| Coarse-order baseline | 0.00% | **0.00%** | 0.00% |,Relative to trained nonlinear coarse-order+temperature; different assay from coarse-augmented ridge.,fae11644dca0b294376955f18ead426bd9d468747dcfeca710be98644e82b557
temporal-hypotheses-037,temporal-hypotheses,continuous_controls,density_predictive,future_topology_mse_reduction,6.91,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| density_predictive | confirm | 3 | +6.91% | +7.96% | +14.55% | +4.71% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-038,temporal-hypotheses,continuous_controls,density_predictive,future_order_mse_reduction,7.96,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| density_predictive | confirm | 3 | +6.91% | +7.96% | +14.55% | +4.71% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-039,temporal-hypotheses,continuous_controls,density_predictive,future_mobility_mse_reduction,14.55,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| density_predictive | confirm | 3 | +6.91% | +7.96% | +14.55% | +4.71% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-040,temporal-hypotheses,continuous_controls,density_predictive,neighbor_future_agreement_gain,4.71,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| density_predictive | confirm | 3 | +6.91% | +7.96% | +14.55% | +4.71% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-041,temporal-hypotheses,continuous_controls,mace_predictive,future_topology_mse_reduction,3.43,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| mace_predictive | confirm | 3 | +3.43% | +4.32% | +9.21% | +3.58% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-042,temporal-hypotheses,continuous_controls,mace_predictive,future_order_mse_reduction,4.32,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| mace_predictive | confirm | 3 | +3.43% | +4.32% | +9.21% | +3.58% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-043,temporal-hypotheses,continuous_controls,mace_predictive,future_mobility_mse_reduction,9.21,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| mace_predictive | confirm | 3 | +3.43% | +4.32% | +9.21% | +3.58% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-044,temporal-hypotheses,continuous_controls,mace_predictive,neighbor_future_agreement_gain,3.58,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| mace_predictive | confirm | 3 | +3.43% | +4.32% | +9.21% | +3.58% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-045,temporal-hypotheses,continuous_controls,schnet_predictive,future_topology_mse_reduction,3.26,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| schnet_predictive | confirm | 3 | +3.26% | +3.97% | +6.22% | +0.80% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-046,temporal-hypotheses,continuous_controls,schnet_predictive,future_order_mse_reduction,3.97,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| schnet_predictive | confirm | 3 | +3.26% | +3.97% | +6.22% | +0.80% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-047,temporal-hypotheses,continuous_controls,schnet_predictive,future_mobility_mse_reduction,6.22,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| schnet_predictive | confirm | 3 | +3.26% | +3.97% | +6.22% | +0.80% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-048,temporal-hypotheses,continuous_controls,schnet_predictive,neighbor_future_agreement_gain,0.8,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| schnet_predictive | confirm | 3 | +3.26% | +3.97% | +6.22% | +0.80% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-049,temporal-hypotheses,continuous_controls,geoframe_predictive,future_topology_mse_reduction,-0.64,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| geoframe_predictive | screen | 1 | -0.64% | -0.66% | -1.04% | -1.48% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-050,temporal-hypotheses,continuous_controls,geoframe_predictive,future_order_mse_reduction,-0.66,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| geoframe_predictive | screen | 1 | -0.64% | -0.66% | -1.04% | -1.48% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-051,temporal-hypotheses,continuous_controls,geoframe_predictive,future_mobility_mse_reduction,-1.04,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| geoframe_predictive | screen | 1 | -0.64% | -0.66% | -1.04% | -1.48% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
temporal-hypotheses-052,temporal-hypotheses,continuous_controls,geoframe_predictive,neighbor_future_agreement_gain,-1.48,percent,higher,six Al test sources; initially noncoherent,reused test,"mean12,24,48",3 confirm / 1 screen,archived_report,archive,output/temporal_hypotheses_12h_20260906/RESULTS.md,| geoframe_predictive | screen | 1 | -0.64% | -0.66% | -1.04% | -1.48% |,Coarse-order+temperature augmented ridge; confirmation and screen budgets differ.,60082e0b20c5c61baec000c206756dd36fa0ebc4bd2fbb6878e8a18eb41eb73f
relaxed-vicreg-24fits-053,relaxed-vicreg-24fits,pretrained_mace,"Single frame, VICReg only",frozen_ridge_balanced_tda_mse,0.032914,dimensionless,lower,MEAM relaxed topology held-out sources,test,present,3,local_report,repo,experiments/mace_vicreg_relaxed_20260910/RESULTS_20260911.md,"| Single frame, VICReg only | No TDA head | 0.032914 ± 0.000967 |",Balanced H0/H1/H2 MSE; checkpoint selected by combined loss. Standard deviations in source are not confidence intervals.,536beec6f3f844d8d0a3e327917da3b6f1b059d78c401cbb4974827a66d3bf7f
relaxed-vicreg-24fits-054,relaxed-vicreg-24fits,pretrained_mace,"Single frame, VICReg + PCA32 TDA",frozen_ridge_balanced_tda_mse,0.033352,dimensionless,lower,MEAM relaxed topology held-out sources,test,present,3,local_report,repo,experiments/mace_vicreg_relaxed_20260910/RESULTS_20260911.md,"| Single frame, VICReg + PCA32 TDA | 0.091818 ± 0.024869 | 0.033352 ± 0.000949 |",Balanced H0/H1/H2 MSE; checkpoint selected by combined loss. Standard deviations in source are not confidence intervals.,536beec6f3f844d8d0a3e327917da3b6f1b059d78c401cbb4974827a66d3bf7f
relaxed-vicreg-24fits-055,relaxed-vicreg-24fits,pretrained_mace,"Single frame, VICReg + balanced TDA",frozen_ridge_balanced_tda_mse,0.032813,dimensionless,lower,MEAM relaxed topology held-out sources,test,present,3,local_report,repo,experiments/mace_vicreg_relaxed_20260910/RESULTS_20260911.md,"| Single frame, VICReg + balanced TDA | 0.056853 ± 0.007362 | 0.032813 ± 0.001004 |",Balanced H0/H1/H2 MSE; checkpoint selected by combined loss. Standard deviations in source are not confidence intervals.,536beec6f3f844d8d0a3e327917da3b6f1b059d78c401cbb4974827a66d3bf7f
relaxed-vicreg-24fits-056,relaxed-vicreg-24fits,pretrained_mace,Five-frame mean,frozen_ridge_balanced_tda_mse,0.029632,dimensionless,lower,MEAM relaxed topology held-out sources,test,present,3,local_report,repo,experiments/mace_vicreg_relaxed_20260910/RESULTS_20260911.md,| Five-frame mean | 0.076407 ± 0.021371 | **0.029632 ± 0.000991** |,Balanced H0/H1/H2 MSE; checkpoint selected by combined loss. Standard deviations in source are not confidence intervals.,536beec6f3f844d8d0a3e327917da3b6f1b059d78c401cbb4974827a66d3bf7f
relaxed-vicreg-24fits-057,relaxed-vicreg-24fits,pretrained_mace,Pooled temporal transformer,frozen_ridge_balanced_tda_mse,0.030912,dimensionless,lower,MEAM relaxed topology held-out sources,test,present,3,local_report,repo,experiments/mace_vicreg_relaxed_20260910/RESULTS_20260911.md,| Pooled temporal transformer | 0.359791 ± 0.449792 | 0.030912 ± 0.002492 |,Balanced H0/H1/H2 MSE; checkpoint selected by combined loss. Standard deviations in source are not confidence intervals.,536beec6f3f844d8d0a3e327917da3b6f1b059d78c401cbb4974827a66d3bf7f
