id,title,materials,kind,classification,location,available,allocated_bytes,complete_binary_records,potential_ids,missing_metadata,integrity_issues
al_meam_predictive_dynamics_fixed48_smoke_1parent_16branches_float32_20260903,al meam predictive dynamics fixed48 smoke 1parent 16branches float32 20260903,Al,raw_dynamics,fixture,/work/PERSO/vmorozov/simulations/al_meam_predictive_dynamics_fixed48_smoke_1parent_16branches_float32_20260903,True,4503496192,17,al-lee2003-meam,,
al_meam_predictive_dynamics_fixed48_smoke_1parent_16branches_float32_20260903_invalid_endpoint_descriptor_preparation,al meam predictive dynamics fixed48 smoke 1parent 16branches float32 20260903 invalid endpoint descriptor preparation,Al,raw_dynamics,fixture,/work/PERSO/vmorozov/simulations/al_meam_predictive_dynamics_fixed48_smoke_1parent_16branches_float32_20260903_invalid_endpoint_descriptor_preparation,True,73853952,1,al-lee2003-meam,,
al_mpa_70304_bf16_validation_20260724,al mpa 70304 bf16 validation 20260724,Al,raw_dynamics,review_required,/store/PERSO/vmorozov/projects/PointCloudMaterials-20260913T174741Z/output/synthetic_data/al_mpa_70304_bf16_validation_20260724,True,196608,0,,generating potential identity;temperature_K;timestep_fs;ensemble,
al_phase_context_70304x1,al phase context 70304x1,Al,raw_dynamics,review_required,/store/PERSO/vmorozov/projects/PointCloudMaterials-20260913T174741Z/output/synthetic_data/al_phase_context_70304x1,True,173154304,0,mace-mpa-0-medium,,
al_phase_context_70304x1_seed_12346,al phase context 70304x1 seed 12346,Al,raw_dynamics,review_required,/store/PERSO/vmorozov/projects/PointCloudMaterials-20260913T174741Z/output/synthetic_data/al_phase_context_70304x1_seed_12346,True,173146112,0,mace-mpa-0-medium,,
al_relaxed_cells_expanded_20260917,Al: expanded full-cell relaxed configurations,Al,relaxed_configurations,building,/store/PERSO/vmorozov/relaxed_tda/al-expanded-20260917,True,443891712,163,al-lee2003-meam,temperature_K;ensemble,
al_relaxed_tda_expanded_20260917,Al: expanded relaxed/instantaneous TDA pairs,Al,training_targets,building,/home/ids/vmorozov/training-cache/relaxed_tda/al-expanded-20260917,True,31098880,0,al-lee2003-meam,,
embedding-forecast-center-geometry-20260914,embedding-forecast-center-geometry-20260914,Al,training_cache,derived,/home/ids/vmorozov/training-cache/embedding-forecast-center-geometry-20260914,True,1232361472,0,,generating potential identity,
embedding-forecast-full-20260911,embedding-forecast-full-20260911,,training_cache,derived,/home/ids/vmorozov/training-cache/embedding-forecast-full-20260911,True,52519196160,0,,materials;generating potential identity,
embedding-forecast-spatial-context-20260913,embedding-forecast-spatial-context-20260913,Al,training_cache,derived,/home/ids/vmorozov/training-cache/embedding-forecast-spatial-context-20260913,True,271534534656,0,,generating potential identity,
interrupted_attempts,interrupted attempts,,raw_dynamics,incomplete_or_rejected,/work/PERSO/vmorozov/simulations/interrupted_attempts,True,72566272,0,al-lee2003-meam,materials,
local-predictability-20260917-broad,Al · full-timeline physical descriptors,Al,training_cache,derived,/home/ids/vmorozov/training-cache/local-predictability-20260917-broad,True,1142293504,0,al-lee2003-meam,,
local-predictability-native-release,Al: current full-timeline native release,Al,dataset_release,research,/home/infres/vmorozov/PointCloudMaterials/output/local_predictability/h100-20260917/technical,True,389075968,0,al-lee2003-meam,,
local-predictability-tda-20260917,Al · instantaneous TDA readout targets,Al,training_targets,derived,/home/ids/vmorozov/training-cache/local-predictability-tda-20260917,True,75870720,0,al-lee2003-meam,,
local_overnight_lamedell11_20260905,local overnight lamedell11 20260905,,raw_dynamics,review_required,/work/PERSO/vmorozov/simulations/local_overnight_lamedell11_20260905,True,68608,0,,materials;generating potential identity;timestep_fs;ensemble,
local_overnight_lamedell11_20260905.startup_attempt_010736,local overnight lamedell11 20260905.startup attempt 010736,,raw_dynamics,incomplete_or_rejected,/work/PERSO/vmorozov/simulations/local_overnight_lamedell11_20260905.startup_attempt_010736,True,69632,0,,materials;generating potential identity;timestep_fs;ensemble,
mace-causal-implementation-smoke-20260916,mace-causal-implementation-smoke-20260916,Al,training_cache,fixture,/home/ids/vmorozov/training-cache/mace-causal-implementation-smoke-20260916,True,26496512,0,,generating potential identity,
mace-causal-physical-20260916,Al · causal-MACE physical training cache,Al,training_cache,derived,/home/ids/vmorozov/training-cache/mace-causal-physical-20260916,True,1002880000,0,al-lee2003-meam,,
mace-causal-physical-smoke-20260916,mace-causal-physical-smoke-20260916,Al,training_cache,fixture,/home/ids/vmorozov/training-cache/mace-causal-physical-smoke-20260916,True,39719936,0,,generating potential identity,
mace-causal-verified-smoke-20260916,mace-causal-verified-smoke-20260916,Al,training_cache,fixture,/home/ids/vmorozov/training-cache/mace-causal-verified-smoke-20260916,True,26496512,0,,generating potential identity,
mace-context-pilot-20260914,mace-context-pilot-20260914,,training_cache,derived,/home/ids/vmorozov/training-cache/mace-context-pilot-20260914,True,247935488,0,,materials;generating potential identity,
mace-full,Al/Mg/Ta/Ti · mixed relaxed-MACE training views,Al;Mg;Ta;Ti,training_cache,derived,/home/ids/vmorozov/training-cache/mace-full,True,278123520,0,al-mendelev2008-eam;mg-wilson2016-eam;ta-zhong2014-eam;ti-kavousi2019-meam,,
mace-local-motion-sequences-20260916,mace-local-motion-sequences-20260916,Al,training_cache,derived,/home/ids/vmorozov/training-cache/mace-local-motion-sequences-20260916,True,189335040,0,,generating potential identity,
mace-local-motion-smoke-20260916,mace-local-motion-smoke-20260916,Al,training_cache,fixture,/home/ids/vmorozov/training-cache/mace-local-motion-smoke-20260916,True,3404800,0,,generating potential identity,
mace-local-smooth-velocity-20260915,mace-local-smooth-velocity-20260915,Al,training_cache,derived,/home/ids/vmorozov/training-cache/mace-local-smooth-velocity-20260915,True,133334528,0,,generating potential identity,
mace-meam,Al · earlier relaxed-MEAM training views,Al,training_cache,derived,/home/ids/vmorozov/training-cache/mace-meam,True,179604480,0,al-lee2003-meam,,
mace-native-data-amount-20260916,mace-native-data-amount-20260916,Al,training_cache,derived,/home/ids/vmorozov/training-cache/mace-native-data-amount-20260916,True,163276288,0,,generating potential identity,
mace-velocity-all-20260915,mace-velocity-all-20260915,Al,training_cache,derived,/home/ids/vmorozov/training-cache/mace-velocity-all-20260915,True,930892288,1,,generating potential identity,
memory-al-precision-20260917-source000-T500,memory-al-precision-20260917-source000-T500,Al,raw_dynamics,review_required,/store/PERSO/vmorozov/simulations/memory-al-precision-20260917-source000-T500,True,8745082880,2,,generating potential identity,
memory-al-precision-20260917-source001-T500,memory-al-precision-20260917-source001-T500,Al,raw_dynamics,review_required,/store/PERSO/vmorozov/simulations/memory-al-precision-20260917-source001-T500,True,8745156608,2,,generating potential identity,
memory-al-precision-20260917-source002-T500,memory-al-precision-20260917-source002-T500,Al,raw_dynamics,review_required,/store/PERSO/vmorozov/simulations/memory-al-precision-20260917-source002-T500,True,8745426944,2,,generating potential identity,
memory-al-precision-20260917-source003-T500-failed,memory-al-precision-20260917-source003-T500-failed,Al,raw_dynamics,incomplete_or_rejected,/store/PERSO/vmorozov/simulations/memory-al-precision-20260917-source003-T500-failed,True,25010176,0,,generating potential identity;temperature_K;timestep_fs;ensemble,
memory-al-precision-20260917-source004-T500-failed,memory-al-precision-20260917-source004-T500-failed,Al,raw_dynamics,incomplete_or_rejected,/store/PERSO/vmorozov/simulations/memory-al-precision-20260917-source004-T500-failed,True,2669010944,0,,generating potential identity;temperature_K;timestep_fs;ensemble,
memory-al-precision-campaign-20260917,Al: precision campaign and unfinished sources,Al,container,mixed,/scratch/PERSO/vmorozov/PointCloudMaterials/simulations/memory-al-precision-20260917,True,1666535936,0,al-lee2003-meam,timestep_fs;ensemble,
mg-eam-six-24ps,Mg: six 24 ps EAM continuations,Mg,raw_dynamics,research,/work/PERSO/vmorozov/datasets/zr_al_mg_initial_6x24ps/branches/Mg,True,9132785664,6,mg-wilson2016-eam,ensemble,
nested_shooting_prepare_logs,nested shooting prepare logs,,administrative,administrative,/work/PERSO/vmorozov/simulations/nested_shooting_prepare_logs,True,8192,0,,materials;temperature_K;timestep_fs;ensemble,
nonshooting_float32_migration_20260901,nonshooting float32 migration 20260901,,administrative,administrative,/work/PERSO/vmorozov/simulations/nonshooting_float32_migration_20260901,True,80896,0,,materials;temperature_K;timestep_fs;ensemble,
polycrystalline_balanced_geometries,polycrystalline balanced geometries,,synthetic,research,/store/PERSO/vmorozov/projects/PointCloudMaterials-20260913T174741Z/output/synthetic_data/polycrystalline_balanced_geometries,True,119037952,0,,materials;timestep_fs;ensemble,
polycrystalline_balanced_geometries_v2,polycrystalline balanced geometries v2,,synthetic,research,/store/PERSO/vmorozov/projects/PointCloudMaterials-20260913T174741Z/output/synthetic_data/polycrystalline_balanced_geometries_v2,True,160604160,0,,materials;timestep_fs;ensemble,
portability-smoke-forecast,portability-smoke-forecast,,administrative,fixture,/store/PERSO/vmorozov/projects/PointCloudMaterials-20260913T174741Z/output/portability/storage-20260913/technical/smoke-cache,True,466944,0,,materials,
portability-ti-smoke-20260913,portability-ti-smoke-20260913,Ti,administrative,fixture,/store/PERSO/vmorozov/simulations/portability-ti-smoke-20260913,True,491520,1,ti-kavousi2019-meam,,
potential-ta-zhong2014,potential-ta-zhong2014,,potential,reference,/work/PERSO/vmorozov/simulations/ta_initial_model_1m_24ps_npt_20260905/potential,True,58880,0,,materials;generating potential identity,
potential-ti-kavousi2019,potential-ti-kavousi2019,,potential,reference,/home/infres/vmorozov/PointCloudMaterials/configs/simulation/potentials/ti_kavousi2019,True,27648,0,,materials;generating potential identity,
potentials,potentials,,potential,reference,/work/PERSO/vmorozov/datasets/potentials,True,113082880,0,,materials;generating potential identity,
predictive-memory-al-r17-20260917,Al · predictive-memory partial-observation cache,Al,training_cache,derived,/home/ids/vmorozov/training-cache/predictive-memory-al-r17-20260917,True,1902504960,0,al-lee2003-meam,,
repository-derived-data-caches,Repository dataset preprocessing caches,,training_cache,derived,/home/ids/vmorozov/training-cache/repository-datasets,True,6522712576,0,,materials;generating potential identity,
research-records-20260913,research-records-20260913,,administrative,archive,/store/PERSO/vmorozov/projects/PointCloudMaterials-retention-20260913,True,1396768768,0,,materials,
restart_boundary_audit_20260905,restart boundary audit 20260905,,administrative,administrative,/work/PERSO/vmorozov/simulations/restart_boundary_audit_20260905,True,322101248,0,,materials;temperature_K;timestep_fs;ensemble,
shared-causal-38400-20260918,"Al shared causal pretraining: 38,400 windows, geometry and instantaneous TDA",Al,training_cache,derived,/home/ids/vmorozov/training-cache/shared-causal-38400-20260918,True,2541833216,0,al-lee2003-meam,,
shooting_float32_migration_20260901,shooting float32 migration 20260901,,administrative,administrative,/work/PERSO/vmorozov/simulations/shooting_float32_migration_20260901,True,15413760,0,,materials;temperature_K;timestep_fs;ensemble,
structural-neighbors-250k-20260917,"Al/Mg/Ti/Ta/Zr structural neighbors: 250,000 training anchors",Al;Mg;Ta;Ti;Zr,training_cache,derived,/home/ids/vmorozov/training-cache/structural_pretraining/broad-250k-v2-20260917,True,17902981632,0,al-lee2003-meam;al-mendelev2008-eam;mg-wilson2016-eam;ta-zhong2014-eam;ti-kavousi2019-meam,,
superseded_preparation_al_meam_position_shooting_15ps_topup_manifest_metadata_20260904T0955Z,superseded preparation al meam position shooting 15ps topup manifest metadata 20260904T0955Z,,raw_dynamics,prepared,/work/PERSO/vmorozov/simulations/superseded_preparation_al_meam_position_shooting_15ps_topup_manifest_metadata_20260904T0955Z,True,2892288,0,al-lee2003-meam,materials,
superseded_preparation_al_meam_predictive_dynamics_fixed15_smoke_wave979929_20260904T0955Z,superseded preparation al meam predictive dynamics fixed15 smoke wave979929 20260904T0955Z,,raw_dynamics,fixture,/work/PERSO/vmorozov/simulations/superseded_preparation_al_meam_predictive_dynamics_fixed15_smoke_wave979929_20260904T0955Z,True,742912,0,al-lee2003-meam,materials,"Missing array: /work/PERSO/vmorozov/simulations/superseded_preparation_al_meam_predictive_dynamics_fixed15_smoke_wave979929_20260904T0955Z/parents/smoke_shifted_parent_T400_ancestor_branch004_t12ps/history_binary_float32/positions.npy;Missing array: /work/PERSO/vmorozov/simulations/superseded_preparation_al_meam_predictive_dynamics_fixed15_smoke_wave979929_20260904T0955Z/parents/smoke_shifted_parent_T400_ancestor_branch004_t12ps/history_binary_float32/velocities.npy;Missing required fields: ['positions', 'velocities']"
