trajectory_id,independent_parent_id,potential,undercooling_temperature_K,melt_temperature_K,protocol,history_dtype,history_time_range_ps,melt_precision,melt_time_ps,melt_exists,historical_role,previous_model_selection_exposure,eligible_split,path,melt_sha256,validation_sha256,melt_input_sha256,pilot_split
870,independent_melt_746071054,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,pilot_candidate,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_043_T520_optimization_melt746071054_velocity595286749,ad66eb184b8fe81e7aa511ddbeca152879f8d2309abfc105d45b756f596b49c9,26d8aef86c06ad3589cf8cbb0ce7d8ebe1c7a8dcebc4ed358dc08a15d072ac19,4a3e7d1918427c58c80a79d1fc1bb7d3b0b9fc1da7e8edcdced0d8475e76d2ab,development
871,independent_melt_294342775,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,pilot_candidate,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_044_T520_optimization_melt294342775_velocity265711615,782bdefc05303ea24abb034efe82413dc1e4765bdebbb4c0d1c2ffab2d6f0c10,80996b8ce5165bb98546307568cfcbdf2a810977528127338d3d9901f5e8bc80,ec02175895ae5b3c7dd7750c12a11596ceb717a4da729319b60a3ea796acfc52,development
872,independent_melt_184384186,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,pilot_candidate,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_045_T520_optimization_melt184384186_velocity150812759,57ee6b84ca0c408b20c4e235b6c466c97854f6d86b0c82b8b3cfd4c0eecf7aee,2c147bb46e4a2947feee704140041750e93eb3daae2da5c0dcbbc9a10e9e634a,8600dbd21ddff51c1a55d81728a772da3474beac36768c3fcf16ba71caa1971e,train
873,independent_melt_160380922,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,pilot_candidate,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_046_T520_optimization_melt160380922_velocity670053733,9c038e92688fa964fa98f0d98e03607415b27d4c3fa398f5e280b2e32d34a6d9,585e437135824c1a8e329a164c3edf67a44749ee2a4fed9cb689f7f9265b7515,a7c3536d8e5cf3b7676270c852d6345780cc8b0d32e93cb566ce8be1156fcc2f,train
874,independent_melt_330985692,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,pilot_candidate,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_047_T520_optimization_melt330985692_velocity822714510,07f75a084014ac3a675a94d700b51e87661e488f58d008adf4d8900be47ef14a,8e2e90b3e8dad80430fecf922a3b4977aae0e81ceb39ca9c485593b169512efe,5b76944f3c542e6495a395817cbd624d3d74b8dad20a5ddd9481fbec565b5602,train
875,independent_melt_556912370,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_048_T520_model_selection_melt556912370_velocity688155550,55da3c4a1707cd8273d0a70322bd81a798921a568b7c2f4c265d6ee56a8dea79,944f5012ee45c38b795d33a89efc4a9fd8902ddf0e2984562fa9386ffd4a6286,d1fab91a7431ba9900bd3160775f94f447718897590a9863a5950441952bfe2f,
876,independent_melt_780540798,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_049_T520_model_selection_melt780540798_velocity611405491,8e0cc6ca37711a8c8bbf9d85017eeecb42e4150b873353c1d1e0707b0fc8b038,2bc59135e74acb232f4c78e2776f07d5149ef068beb22389eee99493b0eeed5f,c37be434ad04151d9aca45cc37982db9e3561b0bd27f230afa62bc0dc19df031,
877,independent_melt_480262437,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_050_T520_model_selection_melt480262437_velocity812362246,531b0a67ec6dcbe3f8545c2a7f8d1c5bedee40da7470b8d52d2bde70f031dace,4d60f5ed032943953a5f1cbbddb10bf1532351620d225986b68ece42fc6a7036,83ee3237318c7be6ae7a3d5ec7d64c7c7751d6a3e4d95747da43b2da3daa3834,
878,independent_melt_24993146,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_051_T520_model_selection_melt24993146_velocity316704962,b204cc9ef105f8c39e6d5d7301f86a92682c17e6ee00b2e05bfb742fee411c08,88fa0d0893988bbb1297e03d8bb8d94bb7049086b27fc7120b2b60c27d97190a,bc703a255b0f581388436c7abc40ea4448de538d267878c6051cfc3fa8cb22bd,
879,independent_melt_340453041,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_052_T520_model_selection_melt340453041_velocity42266601,de9292469d1a29a6dd7d41dd44b9306fe42b5d7f58baae5a6e415417b8c110b8,7f41157dc16a994b8d9e6a2228b28167aee0b327dcefd817f460e8618c80e2c9,d4f88116700cde7d004fd0a9d816cef3e447c6350298ec5d0887d14aa9a3d3c4,
880,independent_melt_871735562,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,calibration,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_053_T520_model_selection_melt871735562_velocity409964290,fcda78d7cfb8039720fa03d3c13c952327b1f43edf27b9abb577f6f181313416,393dacf9635f09a96833542a1cf0cfac866e2a378a1c7c98f17d877817a140a4,fdac3b8bbacb73b386a2f5dfc4403830855c75d59c3c9b59313fe3edd88c4f1c,
881,independent_melt_410549883,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_054_T520_final_validation_melt410549883_velocity508004026,91a30ae6dae260c62b9a00827e12a682d71443d5e356c2cc5a481fb2ac36b595,7a1df1c15ad2b75769437a1f61064ab9ee9dddbcdf2590b8de2e79070608509b,903031ace5765d7640661a2da11458921266d350706ddb94dfebb00ee9752b8e,
882,independent_melt_617047783,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_055_T520_final_validation_melt617047783_velocity733922557,0ddf5f6640a2b5a069d5653b6e5994570f0581548fd678813247e2bff1bbfa31,5f8aeddb8e326f1f02f12cde2c32f398db52b59e4f724a6c07720d7cf9c0c244,d19cd408a1b30aafeb56dd7a729b9cf6f7b1897bc9d27b24579b654a4552a446,
883,independent_melt_82221119,Lee2003 Al 2NN-MEAM,520.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,test,historical trajectory/representation studies; not a new final test,locked_out,/store/PERSO/vmorozov/simulations/al_520K_remaining24_20260913T204114Z/runs/source_056_T520_final_validation_melt82221119_velocity86318490,bc5bfb6c85e208084220cc9c1cff629e90211b696f76fc25cb4453b7c8f59bee,1f7c4320a86bd0943d37fae70eede50dde8d6efe3f4ed5ed7b9b4f141f6d0274,90c9825caaa2522736fccae39547b07422944953e74fe2130d97c78ecda59c10,
884,independent_melt_206158192,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_000_T400_optimization_melt206158192_velocity611147995,cde5ee082fbead72ad2728a343a11f36f31aded106c5210b4002545383faaa3a,c654d0a3ef0b257a93e5b8155501ebc0f63b7e729f86ff5f58fd56823e06d3d8,7540341f644b21e1042e743690fc4f70698d6672b7a4f5ee6cae902150f9326d,
885,independent_melt_248699045,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_001_T400_optimization_melt248699045_velocity607871863,abc1f6d6c820c708232673c8746903f3ede42732f873e2184b8a73d1b6a7f8e1,b08d3e1ce5be956ce2d9811dc66ade7634fcc0973d0048934b26bfde6a619e40,eb3e7a7191a5de577b224fa65200fddd6e79a8c1b0d434bc68acf2d898d8a19b,
886,independent_melt_235751553,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_002_T400_optimization_melt235751553_velocity626188066,9f76f817e64fd97987924c332566774beed9d8d225a08f13948be6e54942ba1a,778d05b5d99e98bdea344e47aaefa17ed939160dc73768a28a50bc8c2712eabb,e78db486b298143dbf45d35ad96fcd6cfb2fa82d09b58d943d4aade3a9bd7342,
887,independent_melt_750494487,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_003_T400_optimization_melt750494487_velocity85653941,bd9a09f1e6774817bc0b704b3b2cb2495a04c7c207e6e92f4457e1d8f1808957,b49b5630d8a67e01bc83a337786e35ddea1915aeb2c8d54af94f5ec1af2f8b14,456fc00fc7968b65f135f601acdfb33e7468c472613494b20e3e216ed1db462c,
888,independent_melt_378118914,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_004_T400_optimization_melt378118914_velocity845282558,7371785457f15c63e51a091165eb3a1ea0adc3e4393bfdbc55dee965cb03ba80,38c0444cf2085b95da9b02c4147be818467527e5bfe33e0960ebca66e82acb0f,2c0fb0470fb5cc0b319214ea9c1314c9b24be8abf8f52348ebcd939100ce3174,
889,independent_melt_387039544,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_005_T400_optimization_melt387039544_velocity90935429,a9c1e5488114ec095bf5eb9d9f649e203e2963a068c3e1d4e96c5b3ee359c185,e20d863a5bddd0036a0b45f865d45b1a0d1ad6c7338fc12babf752a4d7a47de5,836ee5764c38ea2941899457b74199920e79ad2f8cfe31cd8d7c4c582053a31d,
890,independent_melt_394685168,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_006_T400_optimization_melt394685168_velocity679140933,aa94d10ce7fb0ad9f43ae23aa0bb8c38b26be495a8721ab9fb00748e1691b427,482b41751e1b1fb042db132005e53550ce2b735df475348d623ce4c16cda8803,a6717ebf0c41620f1a222f54c6cbd05f79bb72dbd826a62d5e70569cc4708981,
891,independent_melt_648456630,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_007_T400_optimization_melt648456630_velocity770990823,26caee1cc48e4adb8426e5b4665aac6e611253dbeacce8aa8961a4f8fa7f49f5,9c26e2bfc876be91ac0b70a367913eceaeaf1001e81dcb011f3d3dc11a4ca45a,806d57b23d4e0e3a3c69d58a1bfb62927d87846a7fff0ff2b9d35d6bb2b87824,
892,independent_melt_392346167,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_008_T400_optimization_melt392346167_velocity213169955,ac1e4440b32e2712dc0601028a3ce4cf4370e269d974fb9e6169eda84cd611b2,43724c7691647f07c9853ba05ca7d0ef9d1b87d4998a824a322d2900133e0250,1239ed6adc60796e91f6612f8486d3476333073814ff8f80aa7879e3989daec7,
893,independent_melt_373247889,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_009_T400_optimization_melt373247889_velocity410965678,599014927df65d729927a5064a092d7cae25a731d49efa676a4be9fb7b34cb69,3757a66c49abb7c8207926c3d0acbe24427f502c66f9792d433f30d3bdce5a8e,6bec7e2b9e65eae74f8c95b66c4c23049c8c8c45f87ad22f17891b8b1cc48c95,
894,independent_melt_319035304,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_010_T400_optimization_melt319035304_velocity823462224,3260fabe560f4d2000bb42d5149b1c6896b95fb4918456783262f8a7d209e8ff,c4cc073f9d4da190bfe4d00f2adee05dfff1be8baf01a5816554a2208f102873,f63551d6273f2d21364f8442e1499f2b29791941048a18b072a6655f629d6f19,
895,independent_melt_40651136,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_011_T400_optimization_melt40651136_velocity539410229,8b9cb6e488e0e7e48da7b58c46f9e5861f292b40528b92cd67d4201149b9a54d,ea1980d15b4a07b95db92c1d8214fffbc3b52ee9ecf49b599c5b8c95a11098aa,6440dfb38d3f4880755a856e25c7f05406823ea80369d6c9b6c61b22d9192de4,
896,independent_melt_146234076,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_012_T400_optimization_melt146234076_velocity307931848,253c3b460b870bbb5a9bb651eb114e3f35733787faeb130057d2cd64952ac7af,9c66d2d2937946c57b90d21899d2d8552a667b4b6d6c50697ad09e1ec8e4dfaa,e6b13a47a277bedda056156024512fc3055831782109f2398362f4012067acb0,
897,independent_melt_472193600,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_013_T400_optimization_melt472193600_velocity748830758,0020ec06d0ce21aae2cb31b2db7abbac77edbf58a438ac95ceb5dbd754a159f9,f8b6f6eaf52641c1e608af77cc36e58728b57118b92773853b72f30fba699b19,a2e50e0409113d61ecfc7304941bd9ea788ec5f26b9edd9b901bb30650629bd4,
898,independent_melt_63365650,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_014_T400_optimization_melt63365650_velocity12639796,be5606f87d918828b01a19d5d0b13893d1959c0d960d7c6c1f4f34f00b218d90,33eb6b2870b67b55f1c986794bf0086fef0efb72e73a3cc63293e1345c774bf1,b2ee0c67d5d796f956df56c37397701564d09ec447bbc7267c98c6b0b3c49fa3,
899,independent_melt_220809849,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_015_T400_optimization_melt220809849_velocity246598921,e0e01b307fd3a3a9f1cb323ba093c0632c1a902dffacb27efaa8a854b4f200ec,e69291388983d51cfd913a5c819b3b2e1fd5e2e5cd5d9c4d82315c8f0dd053b6,1328701e899bfc89b32c0a3946e707fafd62ec8cfc2cac408c7e1cabda3ae2d2,
900,independent_melt_142641279,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_016_T400_optimization_melt142641279_velocity50354307,48b822ff3e856b8c1d2226a7c6c46b5eb130fef1e633262eb547407cd08706e9,3db1f2079889023bb6c20df5ea88a1d0c9e10e4beab82a9af614e715577f503c,0348a5d05ee4480539146a5817b5d04b95f83d412173b63b0146105215557d1e,
901,independent_melt_262380798,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,train,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_017_T400_optimization_melt262380798_velocity458438655,a20cff2fd59174c436fad8a5d8a62c32ee5d374bc8cbdf059b696701ed7ff799,9f8d3f5870462fdd947b6023042cd83424ba0d22e807efeb73de7f1959b8913d,5593ad91d299e7fafd9c3c8e20e5f44395e010c633f576e68822c929595c902c,
902,independent_melt_837421620,Lee2003 Al 2NN-MEAM,400.0,1325.0,300 ps independently seeded full-box melt,float16,0..600,9 significant decimal digits from integration state; not float16 recovery,300.0,True,selection,historical trajectory/representation studies; not a new final test,locked_out,/work/PERSO/vmorozov/simulations/al_meam_independent_sources_70304_400-500K_30perT_float16_20260902/runs/source_018_T400_model_selection_melt837421620_velocity429482000,b13d5698c6480aa9e2fd80a8605d1431c79422c940016cbca1daa45882dbc418,ba2154122ca3adec68fb8cc47c27e2681aabee79a39516f8b02130c8389cd7dd,238fb52cc6a093b0232809fd173a545c171e643207b880e09aee1e32de5ac5c6,
